sciname,comname,category,value
Helianthus,sunflowers,Plantae,1
Helophilus fasciatus,Narrow-headed Marsh Fly,Insecta,1
Hemadas nubilipennis,Blueberry Stem Gall Wasp,Insecta,1
Hemileuca maia,Buck Moth,Insecta,1
Hepatica acutiloba,sharp-lobed hepatica,Plantae,1
Hericium erinaceus,lion's-mane mushroom,Fungi,1
Hermetia illucens,Black Soldier Fly,Insecta,1
Heterophleps triguttaria,Three-spotted Fillip,Insecta,1
Heterotheca subaxillaris,Camphorweed,Plantae,1
Hexasepalum teres,rough buttonweed,Plantae,1
Hibiscus syriacus,common hibiscus,Plantae,1
Hieracium paniculatum,nipplewort,Plantae,1
Holcosus undulatus,Rainbow Ameiva,Reptilia,1
Holmskioldia sanguinea,Chinese Hat Plant,Plantae,1
Hosta,hostas,Plantae,1
Humulus scandens,Japanese Hops,Plantae,1
Huperzia lucidula,shining clubmoss,Plantae,1
Hydnophlebia chrysorhiza,spreading yellow tooth,Fungi,1
Hydrophilidae,Water Scavenger Beetles,Insecta,1
Hydrophyllum,Waterleaves,Plantae,1
Hypericum mutilum,Dwarf St. John's Wort,Plantae,1
Hypericum punctatum,spotted St. John's wort,Plantae,1
Hypomyces lactifluorum,lobster mushroom,Fungi,1
Ichneumonoidea,Ichneumonid and Braconid Wasps,Insecta,1
Ilex glabra,gallberry,Plantae,1
Ilyanassa obsoleta,Eastern Mudsnail,Mollusca,1
Impatiens walleriana,Impatiens,Plantae,1
Inocybe,Fiber Caps,Fungi,1
Iodanthus pinnatifidus,Purple Rocket,Plantae,1
Ipomoea purpurea,common morning-glory,Plantae,1
Iris versicolor,northern blue flag,Plantae,1
Irpex lacteus,Milk-white Toothed Polypore,Fungi,1
Ischnura verticalis,Eastern Forktail,Insecta,1
Isonychia,Slate Drakes,Insecta,1
Ixora coccinea,Jungle flame,Plantae,1
Jacaranda,jacarandas,Plantae,1
Jacaranda mimosifolia,blue jacaranda,Plantae,1
Jasminum,jasmine,Plantae,1
Juglans,Walnuts,Plantae,1
Juncaceae,rushes,Plantae,1
Junco hyemalis,Dark-eyed Junco,Aves,1
Juniperus procumbens,Bonin Islands juniper,Plantae,1
Justicia betonica,plants,Plantae,1
Kalanchoe delagoensis,Mother of Thousands,Plantae,1
Kalmia angustifolia,sheep laurel,Plantae,1
Kerria japonica,Japanese Kerria,Plantae,1
Kukulcania hibernalis,Southern House Spider,Arachnida,1
Labidomera clivicollis,Swamp Milkweed Leaf Beetle,Insecta,1
Laccaria ochropurpurea,purple laccaria,Fungi,1
Lacinipolia renigera,Bristly Cutworm Moth,Insecta,1
Lactifluus,Lactifluus sect. Lactifluus,Fungi,1
Lactifluus volemus,Fishy Milkcap,Fungi,1
Lagerstroemia,crape-myrtles,Plantae,1
Lagriinae,Long-jointed Beetles,Insecta,1
Lamium purpureum,red deadnettle,Plantae,1
Lampyridae,Firefly Beetles,Insecta,1
Lantana,Lantana,Plantae,1
Lantana camara,common lantana,Plantae,1
Laphria,Bee-mimic Robber Flies,Insecta,1
Larentiinae,Carpet Moths,Insecta,1
Largidae,Bordered Plant Bugs,Insecta,1
Larix decidua,European larch,Plantae,1
Larix laricina,tamarack,Plantae,1
Larus marinus,Great Black-backed Gull,Aves,1
Lauxaniidae,Lauxaniid flies,Insecta,1
Leonurus cardiaca,common motherwort,Plantae,1
Lepidium virginicum,Virginia pepperweed,Plantae,1
Lepomis macrochirus,Bluegill,Actinopterygii,1
Leptopterna dolabrata,Meadow Plant Bug,Insecta,1
Leptotes marina,Marine Blue,Insecta,1
Lespedeza cuneata,Chinese bushclover,Plantae,1
Leucauge venusta,orchard spider and allies,Arachnida,1
Leuconycta diphteroides,Green Leuconycta Moth,Insecta,1
Leucophaeus atricilla,Laughing Gull,Aves,1
Leymus condensatus,giant wild rye,Plantae,1
Libellula vibrans,Great Blue Skimmer,Insecta,1
Ligia exotica,Wharf Louse,Animalia,1
Ligustrum obtusifolium,border privet,Plantae,1
Ligustrum vulgare,Common Privet,Plantae,1
Liliopsida,monocots,Plantae,1
Limenitis arthemis,Red-spotted Admiral,Insecta,1
Limulus polyphemus,Atlantic Horseshoe Crab,Animalia,1
Linnaea,abelias,Plantae,1
Liriope muscari,Liriope,Plantae,1
Lithobates palustris,Pickerel Frog,Amphibia,1
Lixus concavus,Rhubarb Weevil,Insecta,1
Lobelia laxiflora,lobelias,Plantae,1
Lobelia siphilitica,great blue lobelia,Plantae,1
Lobularia maritima,sweet alyssum,Plantae,1
Lon zabulon,Zabulon Skipper,Insecta,1
Lonicera maackii,Amur honeysuckle,Plantae,1
Lopezia racemosa,Mosquito Flower,Plantae,1
Lucilia,Greenbottle Flies,Insecta,1
Lunarca ovalis,Ark Clams,Mollusca,1
Luzula,woodrushes,Plantae,1
Lycaena phlaeas,Small Copper,Insecta,1
Lycidae,Net-winged Beetles,Insecta,1
Lycoperdon perlatum,common puffball,Fungi,1
Lycopus virginicus,sweet bugleweed,Plantae,1
Lygaeoidea,Seed Bugs and Allies,Insecta,1
Lygus,Lygus Bugs,Insecta,1
Lymantria dispar,Gypsy Moth,Insecta,1
Lyonia mariana,staggerbush,Plantae,1
Lysimachia ciliata,fringed loosestrife,Plantae,1
Lythrum salicaria,purple loosestrife,Plantae,1
Maclura pomifera,Osage-orange,Plantae,1
Malaclemys terrapin,Diamondback Terrapin,Reptilia,1
Malus,apples,Plantae,1
Mantella baroni,Baron's Mantella,Amphibia,1
Mantidae,Mantids,Insecta,1
Marasmius,pinwheels and parachute mushrooms,Fungi,1
Marimatha nigrofimbria,Black-bordered Lemon Moth,Insecta,1
Meconema thalassinum,Drumming Katydid,Insecta,1
Medeola virginiana,Indian Cucumber Root,Plantae,1
Megachile sculpturalis,Sculptured Resin Bee,Insecta,1
Megacyllene robiniae,Locust Borer,Insecta,1
Megapallifera mutabilis,Changeable Mantleslug,Mollusca,1
Melaleuca viminalis,weeping bottlebrush,Plantae,1
Melanoplus differentialis,Differential Grasshopper,Insecta,1
Melikaiella tumifica,Insects,Insecta,1
Melilotus albus,white sweetclover,Plantae,1
Melilotus officinalis,yellow sweetclover,Plantae,1
Melittia cucurbitae,Squash Vine Borer Moth,Insecta,1
Melolonthinae,June Beetles,Insecta,1
Menecles insertus,Elf Shoe Stink Bug,Insecta,1
Menispermum canadense,moonseed,Plantae,1
Mesembryanthemum cordifolium,heart-leaf ice plant,Plantae,1
Micrathena sagittata,Arrow-shaped Orbweaver,Arachnida,1
Microcentrum,Angle-winged Katydids,Insecta,1
Microrhopala vittata,Goldenrod Leaf Miner Beetle,Insecta,1
Mikania,hempvines,Plantae,1
Mimidae,Mockingbirds and Thrashers,Aves,1
Mirabilis,umbrellaworts,Plantae,1
Mirabilis jalapa,Marvel of Peru,Plantae,1
Miridae,Plant Bugs,Insecta,1
Misumenoides formosipes,white-banded crab spider,Arachnida,1
Morella pensylvanica,northern bayberry,Plantae,1
Mulinia lateralis,Dwarf Surfclam,Mollusca,1
Murgantia histrionica,Harlequin Bug,Insecta,1
Musa × paradisiaca,Plantain,Plantae,1
Musca domestica,House Fly,Insecta,1
Mycetophilidae,Fungus Gnats,Insecta,1
Myiozetetes similis,Social Flycatcher,Aves,1
Myodocha serripes,Long-necked Seed Bug,Insecta,1
Myosotis,Forget-me-nots,Plantae,1
Myrtaceae,myrtle family,Plantae,1
Mytilus edulis,Blue Mussel,Mollusca,1
Myzinum,New World Banded Thynnid Wasps,Insecta,1
Nabalus,rattlesnakeroots,Plantae,1
Nabalus trifoliolatus,three-leaved rattlesnakeroot,Plantae,1
Nasturtium,Water-cresses,Plantae,1
Nasturtium officinale,watercress,Plantae,1
Necrophila americana,American Carrion Beetle,Insecta,1
Nemouridae,Forestflies,Insecta,1
Neohelix,Whitelips,Mollusca,1
Neohelix albolabris,Eastern Whitelip,Mollusca,1
Neolema sexpunctata,Six-spotted Neolema,Insecta,1
Neon,Neon Spiders,Arachnida,1
Neotibicen,Dog-day Cicadas,Insecta,1
Neotibicen latifasciatus,Coastal Scissors Grinder Cicada,Insecta,1
Neoxabea bipunctata,Two-spotted Tree Cricket,Insecta,1
Nephrolepis,sword ferns,Plantae,1
Nephrotoma,Tiger Crane Flies,Insecta,1
Nerodia sipedon,Common Watersnake,Reptilia,1
Nidulariaceae,bird's nest fungi,Fungi,1
Nigronia serricornis,Serrate Dark Fishfly,Insecta,1
Nymphaeaceae,water-lily family,Plantae,1
Nymphalis antiopa,Mourning Cloak,Insecta,1
Ocypode quadrata,Atlantic Ghost Crab,Animalia,1
Odonata,Dragonflies and Damselflies,Insecta,1
Oenothera drummondii,beach evening-primrose,Plantae,1
Oestroidea,"Bot Flies, Blow Flies, and Allies",Insecta,1
Olethreutinae,Olethreutine Leafroller Moths,Insecta,1
Olmediella betschleriana,dicots,Plantae,1
Omophron,Round sand beetles,Insecta,1
Onagraceae,evening primrose family,Plantae,1
Oncidium,dancing lady orchids,Plantae,1
Oncometopia orbona,Broad-headed Sharpshooter,Insecta,1
Ontholestes cingulatus,gold-and-brown rove beetle,Insecta,1
Origanum vulgare,Oregano,Plantae,1
Orthorrhapha,Orthorrhaphan Flies,Insecta,1
Osmorhiza,sweet cicely,Plantae,1
Ovalipes ocellatus,Lady Crab,Animalia,1
Oxalis corniculata,Creeping Woodsorrel,Plantae,1
Pachydiplax longipennis,Blue Dasher,Insecta,1
Pacificanthia rotundicollis,Brown Leatherwing Beetle,Insecta,1
